시점,품목명,품종명,거래단위,등급,평년 평균가격(원),평균가격(원)
201806상순,건고추,햇산화건,30 kg,상품,0.0,0.0
201806중순,건고추,햇산화건,30 kg,상품,0.0,0.0
201806하순,건고추,햇산화건,30 kg,상품,0.0,0.0
201807상순,건고추,햇산화건,30 kg,상품,0.0,0.0
201807중순,건고추,햇산화건,30 kg,상품,0.0,0.0
201807하순,건고추,햇산화건,30 kg,상품,0.0,0.0
201808상순,건고추,햇산화건,30 kg,상품,0.0,0.0
201808중순,건고추,햇산화건,30 kg,상품,0.0,0.0
201808하순,건고추,햇산화건,30 kg,상품,403609.666666666,823278.0
201809상순,건고추,햇산화건,30 kg,상품,0.0,0.0
201809중순,건고추,햇산화건,30 kg,상품,0.0,0.0
201809하순,건고추,햇산화건,30 kg,상품,0.0,0.0
201810상순,건고추,햇산화건,30 kg,상품,0.0,0.0
201810중순,건고추,햇산화건,30 kg,상품,0.0,0.0
201810하순,건고추,햇산화건,30 kg,상품,0.0,0.0
201811상순,건고추,햇산화건,30 kg,상품,0.0,0.0
201811중순,건고추,햇산화건,30 kg,상품,0.0,0.0
201811하순,건고추,햇산화건,30 kg,상품,0.0,0.0
201812상순,건고추,햇산화건,30 kg,상품,0.0,0.0
201812중순,건고추,햇산화건,30 kg,상품,0.0,0.0
201812하순,건고추,햇산화건,30 kg,상품,0.0,0.0
201901상순,건고추,햇산화건,30 kg,상품,0.0,0.0
201901중순,건고추,햇산화건,30 kg,상품,0.0,0.0
201901하순,건고추,햇산화건,30 kg,상품,0.0,0.0
201902상순,건고추,햇산화건,30 kg,상품,0.0,0.0
201902중순,건고추,햇산화건,30 kg,상품,0.0,0.0
201902하순,건고추,햇산화건,30 kg,상품,0.0,0.0
201903상순,건고추,햇산화건,30 kg,상품,0.0,0.0
201903중순,건고추,햇산화건,30 kg,상품,0.0,0.0
201903하순,건고추,햇산화건,30 kg,상품,0.0,0.0
201904상순,건고추,햇산화건,30 kg,상품,0.0,0.0
201904중순,건고추,햇산화건,30 kg,상품,0.0,0.0
201904하순,건고추,햇산화건,30 kg,상품,0.0,0.0
201905상순,건고추,햇산화건,30 kg,상품,0.0,0.0
201905중순,건고추,햇산화건,30 kg,상품,0.0,0.0
201905하순,건고추,햇산화건,30 kg,상품,0.0,0.0
201906상순,건고추,햇산화건,30 kg,상품,0.0,0.0
201906중순,건고추,햇산화건,30 kg,상품,0.0,0.0
201906하순,건고추,햇산화건,30 kg,상품,0.0,0.0
201907상순,건고추,햇산화건,30 kg,상품,0.0,0.0
201907중순,건고추,햇산화건,30 kg,상품,0.0,0.0
201907하순,건고추,햇산화건,30 kg,상품,0.0,0.0
201908상순,건고추,햇산화건,30 kg,상품,0.0,0.0
201908중순,건고추,햇산화건,30 kg,상품,0.0,0.0
201908하순,건고추,햇산화건,30 kg,상품,449661.666666666,488125.0
201909상순,건고추,햇산화건,30 kg,상품,0.0,0.0
201909중순,건고추,햇산화건,30 kg,상품,0.0,0.0
201909하순,건고추,햇산화건,30 kg,상품,0.0,0.0
201910상순,건고추,햇산화건,30 kg,상품,0.0,0.0
201910중순,건고추,햇산화건,30 kg,상품,0.0,0.0
201910하순,건고추,햇산화건,30 kg,상품,0.0,0.0
201911상순,건고추,햇산화건,30 kg,상품,0.0,0.0
201911중순,건고추,햇산화건,30 kg,상품,0.0,0.0
201911하순,건고추,햇산화건,30 kg,상품,0.0,0.0
201912상순,건고추,햇산화건,30 kg,상품,0.0,0.0
201912중순,건고추,햇산화건,30 kg,상품,0.0,0.0
201912하순,건고추,햇산화건,30 kg,상품,0.0,0.0
202001상순,건고추,햇산화건,30 kg,상품,0.0,0.0
202001중순,건고추,햇산화건,30 kg,상품,0.0,0.0
202001하순,건고추,햇산화건,30 kg,상품,0.0,0.0
202002상순,건고추,햇산화건,30 kg,상품,0.0,0.0
202002중순,건고추,햇산화건,30 kg,상품,0.0,0.0
202002하순,건고추,햇산화건,30 kg,상품,0.0,0.0
202003상순,건고추,햇산화건,30 kg,상품,0.0,0.0
202003중순,건고추,햇산화건,30 kg,상품,0.0,0.0
202003하순,건고추,햇산화건,30 kg,상품,0.0,0.0
202004상순,건고추,햇산화건,30 kg,상품,0.0,0.0
202004중순,건고추,햇산화건,30 kg,상품,0.0,0.0
202004하순,건고추,햇산화건,30 kg,상품,0.0,0.0
202005상순,건고추,햇산화건,30 kg,상품,0.0,0.0
202005중순,건고추,햇산화건,30 kg,상품,0.0,0.0
202005하순,건고추,햇산화건,30 kg,상품,0.0,0.0
202006상순,건고추,햇산화건,30 kg,상품,0.0,0.0
202006중순,건고추,햇산화건,30 kg,상품,0.0,0.0
202006하순,건고추,햇산화건,30 kg,상품,0.0,0.0
202007상순,건고추,햇산화건,30 kg,상품,0.0,0.0
202007중순,건고추,햇산화건,30 kg,상품,0.0,0.0
202007하순,건고추,햇산화건,30 kg,상품,0.0,0.0
202008상순,건고추,햇산화건,30 kg,상품,0.0,0.0
202008중순,건고추,햇산화건,30 kg,상품,0.0,864107.0
202008하순,건고추,햇산화건,30 kg,상품,466703.333333333,918514.0
202009상순,건고추,햇산화건,30 kg,상품,0.0,0.0
202009중순,건고추,햇산화건,30 kg,상품,0.0,0.0
202009하순,건고추,햇산화건,30 kg,상품,0.0,0.0
202010상순,건고추,햇산화건,30 kg,상품,0.0,0.0
202010중순,건고추,햇산화건,30 kg,상품,0.0,0.0
202010하순,건고추,햇산화건,30 kg,상품,0.0,0.0
202011상순,건고추,햇산화건,30 kg,상품,0.0,0.0
202011중순,건고추,햇산화건,30 kg,상품,0.0,0.0
202011하순,건고추,햇산화건,30 kg,상품,0.0,0.0
202012상순,건고추,햇산화건,30 kg,상품,0.0,0.0
202012중순,건고추,햇산화건,30 kg,상품,0.0,0.0
202012하순,건고추,햇산화건,30 kg,상품,0.0,0.0
202101상순,건고추,햇산화건,30 kg,상품,0.0,0.0
202101중순,건고추,햇산화건,30 kg,상품,0.0,0.0
202101하순,건고추,햇산화건,30 kg,상품,0.0,0.0
202102상순,건고추,햇산화건,30 kg,상품,0.0,0.0
202102중순,건고추,햇산화건,30 kg,상품,0.0,0.0
202102하순,건고추,햇산화건,30 kg,상품,0.0,0.0
202103상순,건고추,햇산화건,30 kg,상품,0.0,0.0
202103중순,건고추,햇산화건,30 kg,상품,0.0,0.0
202103하순,건고추,햇산화건,30 kg,상품,0.0,0.0
202104상순,건고추,햇산화건,30 kg,상품,0.0,0.0
202104중순,건고추,햇산화건,30 kg,상품,0.0,0.0
202104하순,건고추,햇산화건,30 kg,상품,0.0,0.0
202105상순,건고추,햇산화건,30 kg,상품,0.0,0.0
202105중순,건고추,햇산화건,30 kg,상품,0.0,0.0
202105하순,건고추,햇산화건,30 kg,상품,0.0,0.0
202106상순,건고추,햇산화건,30 kg,상품,0.0,0.0
202106중순,건고추,햇산화건,30 kg,상품,0.0,0.0
202106하순,건고추,햇산화건,30 kg,상품,0.0,0.0
202107상순,건고추,햇산화건,30 kg,상품,0.0,0.0
202107중순,건고추,햇산화건,30 kg,상품,0.0,0.0
202107하순,건고추,햇산화건,30 kg,상품,0.0,652000.0
202108상순,건고추,햇산화건,30 kg,상품,0.0,649429.0
202108중순,건고추,햇산화건,30 kg,상품,0.0,622583.0
202108하순,건고추,햇산화건,30 kg,상품,0.0,0.0
202109상순,건고추,햇산화건,30 kg,상품,0.0,0.0
202109중순,건고추,햇산화건,30 kg,상품,0.0,0.0
202109하순,건고추,햇산화건,30 kg,상품,0.0,0.0
202110상순,건고추,햇산화건,30 kg,상품,0.0,0.0
202110중순,건고추,햇산화건,30 kg,상품,0.0,0.0
202110하순,건고추,햇산화건,30 kg,상품,0.0,0.0
202111상순,건고추,햇산화건,30 kg,상품,0.0,0.0
202111중순,건고추,햇산화건,30 kg,상품,0.0,0.0
202111하순,건고추,햇산화건,30 kg,상품,0.0,0.0
202112상순,건고추,햇산화건,30 kg,상품,0.0,0.0
202112중순,건고추,햇산화건,30 kg,상품,0.0,0.0
202112하순,건고추,햇산화건,30 kg,상품,0.0,0.0
201801상순,건고추,양건,30 kg,중품,415476.333333333,670000.0
201801중순,건고추,양건,30 kg,중품,415166.666666666,670000.0
201801하순,건고추,양건,30 kg,중품,414333.333333333,670000.0
201802상순,건고추,양건,30 kg,중품,414333.333333333,670000.0
201802중순,건고추,양건,30 kg,중품,412666.666666666,670000.0
201802하순,건고추,양건,30 kg,중품,412666.666666666,660833.0
201803상순,건고추,양건,30 kg,중품,412666.666666666,640000.0
201803중순,건고추,양건,30 kg,중품,411416.666666666,650000.0
201803하순,건고추,양건,30 kg,중품,405555.666666666,650000.0
201804상순,건고추,양건,30 kg,중품,403666.666666666,650000.0
201804중순,건고추,양건,30 kg,중품,399857.0,650000.0
201804하순,건고추,양건,30 kg,중품,395143.0,650000.0
201805상순,건고추,양건,30 kg,중품,394666.666666666,650000.0
201805중순,건고추,양건,30 kg,중품,392833.333333333,650000.0
201805하순,건고추,양건,30 kg,중품,392666.666666666,650000.0
201806상순,건고추,양건,30 kg,중품,392666.666666666,656320.0
201806중순,건고추,양건,30 kg,중품,391666.666666666,661629.0
201806하순,건고추,양건,30 kg,중품,391666.666666666,653300.0
201807상순,건고추,양건,30 kg,중품,393333.333333333,653300.0
201807중순,건고추,양건,30 kg,중품,393750.0,652675.0
201807하순,건고추,양건,30 kg,중품,389391.666666666,643786.0
201808상순,건고추,양건,30 kg,중품,391916.666666666,662031.0
201808중순,건고추,양건,30 kg,중품,385452.333333333,681250.0
201808하순,건고추,양건,30 kg,중품,378999.333333333,675000.0
201809상순,건고추,양건,30 kg,중품,438523.666666666,796633.0
201809중순,건고추,양건,30 kg,중품,437000.0,708300.0
201809하순,건고추,양건,30 kg,중품,439381.0,691400.0
201810상순,건고추,양건,30 kg,중품,436889.0,668867.0
201810중순,건고추,양건,30 kg,중품,433000.0,647600.0
201810하순,건고추,양건,30 kg,중품,430148.333333333,643850.0
201811상순,건고추,양건,30 kg,중품,427333.333333333,638314.0
201811중순,건고추,양건,30 kg,중품,425875.0,637600.0
201811하순,건고추,양건,30 kg,중품,425666.666666666,636525.0
201812상순,건고추,양건,30 kg,중품,424476.333333333,632000.0
201812중순,건고추,양건,30 kg,중품,421682.333333333,634000.0
201812하순,건고추,양건,30 kg,중품,417958.333333333,634000.0
201901상순,건고추,양건,30 kg,중품,415476.333333333,631357.0
201901중순,건고추,양건,30 kg,중품,415166.666666666,625000.0
201901하순,건고추,양건,30 kg,중품,414333.333333333,612778.0
201902상순,건고추,양건,30 kg,중품,414333.333333333,610000.0
201902중순,건고추,양건,30 kg,중품,412666.666666666,610625.0
201902하순,건고추,양건,30 kg,중품,412666.666666666,615000.0
201903상순,건고추,양건,30 kg,중품,412666.666666666,615000.0
201903중순,건고추,양건,30 kg,중품,411416.666666666,615000.0
201903하순,건고추,양건,30 kg,중품,405555.666666666,613571.0
201904상순,건고추,양건,30 kg,중품,403666.666666666,610000.0
201904중순,건고추,양건,30 kg,중품,399857.0,610000.0
201904하순,건고추,양건,30 kg,중품,395143.0,610000.0
201905상순,건고추,양건,30 kg,중품,394666.666666666,610000.0
201905중순,건고추,양건,30 kg,중품,392833.333333333,610000.0
201905하순,건고추,양건,30 kg,중품,392666.666666666,609444.0
201906상순,건고추,양건,30 kg,중품,392666.666666666,605000.0
201906중순,건고추,양건,30 kg,중품,391666.666666666,604375.0
201906하순,건고추,양건,30 kg,중품,391666.666666666,600000.0
201907상순,건고추,양건,30 kg,중품,393333.333333333,600000.0
201907중순,건고추,양건,30 kg,중품,393750.0,600000.0
201907하순,건고추,양건,30 kg,중품,389391.666666666,599375.0
201908상순,건고추,양건,30 kg,중품,391916.666666666,584286.0
201908중순,건고추,양건,30 kg,중품,392476.0,556667.0
201908하순,건고추,양건,30 kg,중품,0.0,0.0
201909상순,건고추,양건,30 kg,중품,502611.0,530000.0
201909중순,건고추,양건,30 kg,중품,539000.0,530000.0
201909하순,건고추,양건,30 kg,중품,538514.333333333,520000.0
201910상순,건고추,양건,30 kg,중품,528511.333333333,510000.0
201910중순,건고추,양건,30 kg,중품,517533.333333333,510000.0
201910하순,건고추,양건,30 kg,중품,513876.0,510000.0
201911상순,건고추,양건,30 kg,중품,511104.666666666,510000.0
201911중순,건고추,양건,30 kg,중품,509408.333333333,510000.0
201911하순,건고추,양건,30 kg,중품,508841.666666666,512857.0
201912상순,건고추,양건,30 kg,중품,506143.0,515000.0
201912중순,건고추,양건,30 kg,중품,504015.666666666,515000.0
201912하순,건고추,양건,30 kg,중품,500291.666666666,510500.0
202001상순,건고추,양건,30 kg,중품,497119.0,482857.0
202001중순,건고추,양건,30 kg,중품,495166.666666666,480000.0
202001하순,건고추,양건,30 kg,중품,490259.333333333,477143.0
202002상순,건고추,양건,30 kg,중품,489333.333333333,470000.0
202002중순,건고추,양건,30 kg,중품,489541.666666666,460000.0
202002하순,건고추,양건,30 kg,중품,491000.0,468750.0
202003상순,건고추,양건,30 kg,중품,491000.0,466250.0
202003중순,건고추,양건,30 kg,중품,491000.0,460000.0
202003하순,건고추,양건,30 kg,중품,486746.0,460000.0
202004상순,건고추,양건,30 kg,중품,483666.666666666,460000.0
202004중순,건고추,양건,30 kg,중품,479857.0,460000.0
202004하순,건고추,양건,30 kg,중품,476809.666666666,460000.0
202005상순,건고추,양건,30 kg,중품,476333.333333333,460000.0
202005중순,건고추,양건,30 kg,중품,474500.0,460500.0
202005하순,건고추,양건,30 kg,중품,474148.0,460571.0
202006상순,건고추,양건,30 kg,중품,472666.666666666,473125.0
202006중순,건고추,양건,30 kg,중품,471458.333333333,489143.0
202006하순,건고추,양건,30 kg,중품,470000.0,492457.0
202007상순,건고추,양건,30 kg,중품,470000.0,490600.0
202007중순,건고추,양건,30 kg,중품,467083.333333333,490933.0
202007하순,건고추,양건,30 kg,중품,463553.666666666,493289.0
202008상순,건고추,양건,30 kg,중품,460012.0,517433.0
202008중순,건고추,양건,30 kg,중품,450079.333333333,603810.0
202008하순,건고추,양건,30 kg,중품,0.0,645714.0
202009상순,건고추,양건,30 kg,중품,523611.0,981375.0
202009중순,건고추,양건,30 kg,중품,560000.0,974833.0
202009하순,건고추,양건,30 kg,중품,553800.0,947000.0
202010상순,건고추,양건,30 kg,중품,542844.666666666,944500.0
202010중순,건고추,양건,30 kg,중품,531866.666666666,942000.0
202010하순,건고추,양건,30 kg,중품,528950.0,944500.0
202011상순,건고추,양건,30 kg,중품,527104.666666666,952714.0
202011중순,건고추,양건,30 kg,중품,525408.333333333,957000.0
202011하순,건고추,양건,30 kg,중품,525794.0,957000.0
202012상순,건고추,양건,30 kg,중품,525000.0,957000.0
202012중순,건고추,양건,30 kg,중품,525111.0,955333.0
202012하순,건고추,양건,30 kg,중품,520458.333333333,947000.0
202101상순,건고추,양건,30 kg,중품,508071.333333333,947000.0
202101중순,건고추,양건,30 kg,중품,505166.666666666,947000.0
202101하순,건고추,양건,30 kg,중품,499307.0,947000.0
202102상순,건고추,양건,30 kg,중품,496000.0,947000.0
202102중순,건고추,양건,30 kg,중품,492875.0,944920.0
202102하순,건고추,양건,30 kg,중품,497250.0,940400.0
202103상순,건고추,양건,30 kg,중품,496416.666666666,938771.0
202103중순,건고추,양건,30 kg,중품,494333.333333333,932086.0
202103하순,건고추,양건,30 kg,중품,490079.333333333,931675.0
202104상순,건고추,양건,30 kg,중품,487000.0,939686.0
202104중순,건고추,양건,30 kg,중품,483190.333333333,940400.0
202104하순,건고추,양건,30 kg,중품,480143.0,940400.0
202105상순,건고추,양건,30 kg,중품,479666.666666666,940400.0
202105중순,건고추,양건,30 kg,중품,478000.0,940400.0
202105하순,건고추,양건,30 kg,중품,477671.666666666,940400.0
202106상순,건고추,양건,30 kg,중품,480375.0,940400.0
202106중순,건고추,양건,30 kg,중품,484506.0,940400.0
202106하순,건고추,양건,30 kg,중품,484152.333333333,940400.0
202107상순,건고추,양건,30 kg,중품,483533.333333333,940400.0
202107중순,건고추,양건,30 kg,중품,480727.666666666,922271.0
202107하순,건고추,양건,30 kg,중품,477983.333333333,918531.0
202108상순,건고추,양건,30 kg,중품,482489.666666666,904619.0
202108중순,건고추,양건,30 kg,중품,501825.666666666,864286.0
202108하순,건고추,양건,30 kg,중품,0.0,675464.0
202109상순,건고추,양건,30 kg,중품,639155.333333333,670063.0
202109중순,건고추,양건,30 kg,중품,646100.0,656250.0
202109하순,건고추,양건,30 kg,중품,654038.0,652333.0
202110상순,건고추,양건,30 kg,중품,644622.333333333,651960.0
202110중순,건고추,양건,30 kg,중품,637116.666666666,651571.0
202110하순,건고추,양건,30 kg,중품,637712.0,648400.0
202111상순,건고추,양건,30 kg,중품,629438.0,648400.0
202111중순,건고추,양건,30 kg,중품,622811.0,648400.0
202111하순,건고추,양건,30 kg,중품,623127.333333333,648400.0
202112상순,건고추,양건,30 kg,중품,623333.333333333,648400.0
202112중순,건고추,양건,30 kg,중품,615916.666666666,648400.0
202112하순,건고추,양건,30 kg,중품,605111.0,648400.0
201801상순,건고추,양건,30 kg,상품,465476.333333333,715000.0
201801중순,건고추,양건,30 kg,상품,465250.0,715000.0
201801하순,건고추,양건,30 kg,상품,464666.666666666,715000.0
201802상순,건고추,양건,30 kg,상품,464666.666666666,715000.0
201802중순,건고추,양건,30 kg,상품,463000.0,715000.0
201802하순,건고추,양건,30 kg,상품,463000.0,705833.0
201803상순,건고추,양건,30 kg,상품,463000.0,685000.0
201803중순,건고추,양건,30 kg,상품,461750.0,695000.0
201803하순,건고추,양건,30 kg,상품,455444.333333333,695000.0
201804상순,건고추,양건,30 kg,상품,453333.333333333,695000.0
201804중순,건고추,양건,30 kg,상품,448952.333333333,695000.0
201804하순,건고추,양건,30 kg,상품,443619.0,695000.0
201805상순,건고추,양건,30 kg,상품,443000.0,695000.0
201805중순,건고추,양건,30 kg,상품,441666.666666666,695000.0
201805하순,건고추,양건,30 kg,상품,441666.666666666,695000.0
201806상순,건고추,양건,30 kg,상품,441666.666666666,701320.0
201806중순,건고추,양건,30 kg,상품,441666.666666666,708800.0
201806하순,건고추,양건,30 kg,상품,441666.666666666,705000.0
